AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
NUE051627;CV;7345;NUE;TPE;2019-02-12 11:46;2019-02-12 18:00:00.0;2019-02-16 05:00:00.0;
LUX366857;CV;7345/16;LUX;TPE;2019-02-12 14:44;2019-02-15 06:35:00.0;2019-02-16 05:00:00.0;
HEL706511;EK;0336/15;HEL;MNL;2019-02-12 09:00;2019-02-13 14:00:00.0;2019-02-16 06:20:00.0;
STR072313;WY;124;MUC;BKK;2019-02-12 09:23;2019-02-13 17:00:00.0;2019-02-16 06:45:00.0;
15744477672;QR;2640;ZRH;DAC;2019-02-12 10:00;2019-02-14 08:35:00.0;2019-02-16 07:00:00.0;
CDG125868;SQ;3407;CDG;CGK;2019-02-12 09:00;2019-02-13 20:00:00.0;2019-02-16 07:35:00.0;
CDG125863;SQ;3407;CDG;CGK;2019-02-12 09:00;2019-02-13 20:00:00.0;2019-02-16 07:35:00.0;
AMD393117;QR;901/16;AMD;FRA;2019-02-12 10:00;2019-02-16 02:00:00.0;2019-02-16 08:00:00.0;
LHR323612;AC;094/15;LHR;EZE;2019-02-12 14:30;2019-02-14 12:05:00.0;2019-02-16 08:05:00.0;
QGL348129;WY;154;ZRH;KUL;2019-02-12 10:00;2019-02-14 21:35:00.0;2019-02-16 08:10:00.0;
MUC024462;WY;124;MUC;BLR;2019-02-12 12:33;2019-02-13 17:00:00.0;2019-02-16 08:40:00.0;
PRG609192;UX;045/15;PRG;MVD;2019-02-12 08:00;2019-02-14 12:00:00.0;2019-02-16 08:50:00.0;
DUS014249;QT;703;DUS;MDE;2019-02-12 11:14;2019-02-12 19:30:00.0;2019-02-16 08:50:00.0;
MST100652;LH;7711;MST;ATL;2019-02-12 09:01;2019-02-13 10:00:00.0;2019-02-16 10:00:00.0;
MAA560188;EK;123/16;MAA;VCP;2019-02-12 10:30;2019-02-15 15:35:00.0;2019-02-16 10:30:00.0;
MAA560187;EK;0059/16;MAA;VCP;2019-02-12 10:30;2019-02-15 10:30:00.0;2019-02-16 10:35:00.0;
GOT097438;KL;701/16;MMA;SCL;2019-02-12 10:00;2019-02-13 20:00:00.0;2019-02-16 11:05:00.0;
GOT097439;KL;701/16;MMA;SCL;2019-02-12 10:00;2019-02-13 20:00:00.0;2019-02-16 11:05:00.0;
SIN944027;BR;6086;SIN;ATL;2019-02-12 17:14;2019-02-13 06:00:00.0;2019-02-16 11:05:00.0;
QGL348128;TG;0971;ZRH;TPE;2019-02-12 10:00;2019-02-14 13:15:00.0;2019-02-16 11:55:00.0;
SYD433566;MU;712/13;SYD;PEK;2019-02-12 12:30;2019-02-13 12:45:00.0;2019-02-16 12:00:00.0;
TPE621845;CV;797/13;TPE;EIN;2019-02-12 10:00;2019-02-13 23:15:00.0;2019-02-16 12:00:00.0;
LYS408924;MP;4351;LYS;SCL;2019-02-12 10:00;2019-02-13 22:00:00.0;2019-02-16 12:05:00.0;
GOT097472;TG;0491/15;GOT;AKL;2019-02-12 10:00;2019-02-12 22:00:00.0;2019-02-16 12:05:00.0;
VIE319993;VS;003/16;VIE;JFK;2019-02-12 09:00;2019-02-13 22:00:00.0;2019-02-16 12:20:00.0;
WRO333954;LO;097/15;WRO;ICN;2019-02-12 16:00;2019-02-12 20:00:00.0;2019-02-16 14:00:00.0;
ABZ660769;MP;7760/16;ABZ;UIO;2019-02-12 10:00;2019-02-13 12:00:00.0;2019-02-16 14:55:00.0;
COK200879;IB;403/16;COK;MEX;2019-02-12 14:00;2019-02-14 09:55:00.0;2019-02-16 15:30:00.0;
TPE621635;CA;1044/13;TPE;BUH;2019-02-12 11:00;2019-02-13 08:00:00.0;2019-02-16 16:00:00.0;
61859580570;SQ;836;BSL;PVG;2019-02-12 00:00;2019-02-14 20:00:00.0;2019-02-16 16:00:00.0;
TPE621855;CA;1044/13;TPE;WAW;2019-02-12 10:30;2019-02-13 08:00:00.0;2019-02-16 16:00:00.0;
PIL121019;CA;1050;JFK;PVG;2019-02-12 12:00;2019-02-15 11:30:00.0;2019-02-16 16:20:00.0;
INN910034;QR;806/16;INN;NRT;2019-02-12 11:00;2019-02-13 23:00:00.0;2019-02-16 16:55:00.0;
ABZ660761;EY;9944/16;ABZ;DWC;2019-02-12 15:00;2019-02-14 17:00:00.0;2019-02-16 17:20:00.0;
MUC024797;RFS;7532;MUC;SIN;2019-02-12 10:46;2019-02-12 20:00:00.0;2019-02-16 17:30:00.0;
NUE051680;SQ;325;NUE;SIN;2019-02-12 13:33;2019-02-12 20:30:00.0;2019-02-16 17:30:00.0;
STR072338;RFS;7532;STR;SIN;2019-02-12 10:31;2019-02-12 22:00:00.0;2019-02-16 17:30:00.0;
STR072346;RFS;7532;STR;SIN;2019-02-12 10:31;2019-02-12 22:00:00.0;2019-02-16 17:30:00.0;
15744702700;QR;001/13;MMX;EBL;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-16 18:00:00.0;
STR072516;CV;7746;STR;LAX;2019-02-12 16:49;2019-02-15 20:00:00.0;2019-02-16 18:10:00.0;
KIX678886;EK;261/16;KIX;GRU;2019-02-12 14:00;2019-02-13 23:40:00.0;2019-02-16 18:15:00.0;
BLR878259;QR;8139/14;BLR;NUE;2019-02-12 12:00;2019-02-13 13:50:00.0;2019-02-16 19:00:00.0;
LIS074298;BA;0067/16;LIS;PHL;2019-02-12 11:00;2019-02-13 18:00:00.0;2019-02-16 19:10:00.0;
TPE621856;CX;3274/14;TPE;VCP;2019-02-12 14:00;2019-02-13 12:55:00.0;2019-02-16 20:00:00.0;
TPE621866;CX;3274/14;TPE;VCP;2019-02-12 14:30;2019-02-13 12:55:00.0;2019-02-16 20:00:00.0;
DUS012174;5Y;600;DUS;HSV;2019-02-12 12:21;2019-02-12 19:30:00.0;2019-02-16 20:10:00.0;
DUS014284;5Y;600;NUE;HSV;2019-02-12 12:55;2019-02-14 18:00:00.0;2019-02-16 20:10:00.0;
DUS014278;5Y;600;NUE;HSV;2019-02-12 12:55;2019-02-13 18:00:00.0;2019-02-16 20:10:00.0;
FKB014543;EY;002;FKB;AUH;2019-02-12 16:31;2019-02-12 23:00:00.0;2019-02-16 20:25:00.0;
FKB014578;EY;002;FKB;AUH;2019-02-12 16:31;2019-02-13 23:00:00.0;2019-02-16 20:25:00.0;
STR072107;EK;9353;STR;BOM;2019-02-12 10:31;2019-02-12 22:00:00.0;2019-02-16 20:35:00.0;
STR071770;LH;8360;STR;BOM;2019-02-12 08:00;2019-02-12 22:00:00.0;2019-02-16 20:35:00.0;
STR072203;LH;8360;STR;BOM;2019-02-12 13:52;2019-02-12 22:00:00.0;2019-02-16 20:35:00.0;
STR072212;LH;8360;STR;BOM;2019-02-12 10:51;2019-02-12 22:00:00.0;2019-02-16 20:35:00.0;
STR072214;EK;9353;STR;BOM;2019-02-12 10:51;2019-02-12 22:00:00.0;2019-02-16 20:35:00.0;
EIN108005;RU;536;EIN;TPE;2019-02-12 10:29;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
EIN108045;RU;536;EIN;TPE;2019-02-12 13:19;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
EIN108001;RU;536;EIN;TPE;2019-02-12 09:31;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
EIN108003;RU;536;EIN;TPE;2019-02-12 10:33;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
EIN108008;RU;536;EIN;TPE;2019-02-12 10:28;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
EIN108047;RU;536;EIN;TPE;2019-02-12 13:29;2019-02-15 19:30:00.0;2019-02-16 20:50:00.0;
NUE051642;CV;7985;NUE;PVG;2019-02-12 15:30;2019-02-12 18:00:00.0;2019-02-16 21:45:00.0;
STR072255;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072256;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072271;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072358;CV;7985;STR;PVG;2019-02-12 08:25;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
QGL348156;CV;7985;QGL;PVG;2019-02-13 10:00;2019-02-14 16:00:00.0;2019-02-16 21:45:00.0;
FKB014515;CV;7985;FKB;PVG;2019-02-12 13:50;2019-02-13 23:00:00.0;2019-02-16 21:45:00.0;
STR072239;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072278;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072306;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-13 23:00:00.0;2019-02-16 21:45:00.0;
NUE051682;CV;7985;NUE;PVG;2019-02-12 13:33;2019-02-13 18:00:00.0;2019-02-16 21:45:00.0;
STR072387;CV;7985;STR;PVG;2019-02-12 14:17;2019-02-13 23:00:00.0;2019-02-16 21:45:00.0;
NUE051514;CV;7985;NUE;PVG;2019-02-12 12:28;2019-02-13 18:00:00.0;2019-02-16 21:45:00.0;
STR072102;CV;7985;STR;PVG;2019-02-12 14:13;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072257;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072258;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072268;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072310;CV;7985;STR;PVG;2019-02-12 13:53;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072391;CV;7985;STR;PVG;2019-02-12 10:32;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072252;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
NUE051649;CV;7985;DUS;PVG;2019-02-12 10:12;2019-02-12 19:30:00.0;2019-02-16 21:45:00.0;
STR072266;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072335;CV;7985;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
STR072409;CV;7985;MUC;PVG;2019-02-12 12:33;2019-02-13 19:00:00.0;2019-02-16 21:45:00.0;
STR072444;CV;7985;STR;PVG;2019-02-12 14:01;2019-02-12 23:00:00.0;2019-02-16 21:45:00.0;
NUE051583;CV;8886;NUE;ORD;2019-02-12 12:46;2019-02-13 18:00:00.0;2019-02-16 21:54:00.0;
NUE051602;CV;8886;NUE;ORD;2019-02-12 12:47;2019-02-13 18:00:00.0;2019-02-16 21:54:00.0;
NUE051592;CV;8886;NUE;ORD;2019-02-12 12:48;2019-02-13 18:00:00.0;2019-02-16 21:54:00.0;
NUE051630;CV;8886;NUE;ORD;2019-02-12 12:46;2019-02-13 18:00:00.0;2019-02-16 21:54:00.0;
TPE621963;CX;3274/14;TPE;VCP;2019-02-12 14:00;2019-02-13 12:55:00.0;2019-02-16 22:00:00.0;
TPE137673;CX;3274/14;TPE;MAO;2019-02-12 16:04;2019-02-13 12:55:00.0;2019-02-16 22:00:00.0;
TPE137658;CX;3274/14;TPE;VCP;2019-02-12 09:00;2019-02-13 12:55:00.0;2019-02-16 22:00:00.0;
TPE137663;CX;3274/14;TPE;MAO;2019-02-11 13:30;2019-02-13 12:55:00.0;2019-02-16 22:00:00.0;
TPE137668;CX;3274/14;TPE;MAO;2019-02-12 15:28;2019-02-13 12:55:00.0;2019-02-16 22:00:00.0;
TPE621951;CI;5156/13;TPE;GDL;2019-02-12 16:14;2019-02-13 07:00:00.0;2019-02-16 22:00:00.0;
MAD833258;SU;0206/16;MAD;PVG;2019-02-12 09:00;2019-02-13 00:10:00.0;2019-02-16 23:00:00.0;
MAD833268;SU;0206/16;MAD;PVG;2019-02-12 09:00;2019-02-13 00:10:00.0;2019-02-16 23:00:00.0;
MAD833263;SU;0206/16;MAD;PVG;2019-02-12 09:00;2019-02-13 00:10:00.0;2019-02-16 23:00:00.0;
BCN201305;QR;8960/16;BCN;PVG;2019-02-12 10:00;2019-02-14 12:55:00.0;2019-02-16 23:00:00.0;
MAD833269;SU;0206/16;MAD;PVG;2019-02-12 09:00;2019-02-13 00:10:00.0;2019-02-16 23:00:00.0;
BCN201314;QR;8960/16;BCN;PVG;2019-02-12 10:00;2019-02-14 12:55:00.0;2019-02-16 23:00:00.0;
SAO757907;AM;0015/15;GRU;MEX;2019-02-12 10:00;2019-02-15 09:30:00.0;2019-02-16 23:00:00.0;
GOT097481;O6;851/16;GOT;GRU;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-16 23:10:00.0;
GOT097482;O6;851/16;GOT;GRU;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-16 23:10:00.0;
PRG609221;O6;851/16;PRG;GRU;2019-02-12 13:00;2019-02-13 20:00:00.0;2019-02-16 23:10:00.0;
GOT097480;O6;851/16;GOT;GRU;2019-02-12 10:00;2019-02-12 20:00:00.0;2019-02-16 23:10:00.0;
NUE051608;QY;7334;NUE;BKK;2019-02-12 11:42;2019-02-13 20:30:00.0;2019-02-16 23:25:00.0;
VIE319995;CV;7645/15;VIE;VCP;2019-02-12 09:00;2019-02-15 13:40:00.0;2019-02-16 23:25:00.0;
WRO333993;CV;7645/15;WRO;VCP;2019-02-12 16:00;2019-02-13 18:00:00.0;2019-02-16 23:25:00.0;
NUE051763;QY;7334;NUE;BKK;2019-02-12 14:28;2019-02-13 20:30:00.0;2019-02-16 23:25:00.0;
MEX479329;L3;0902/16;MEX;SDQ;2019-02-12 05:00;2019-02-13 16:50:00.0;2019-02-16 23:30:00.0;
ICN607444;M3;846/16;ICN;VCP;2019-02-12 14:00;2019-02-14 22:00:00.0;2019-02-16 23:30:00.0;
DUS014265;LH;075;DUS;TLL;2019-02-12 14:00;2019-02-13 08:55:00.0;2019-02-16 23:59:00.0;
DUS014263;LH;075;DUS;TLL;2019-02-12 14:00;2019-02-13 08:55:00.0;2019-02-16 23:59:00.0;
NUE051771;QY;7334;NUE;ICN;2019-02-12 16:08;2019-02-13 20:30:00.0;2019-02-17 00:30:00.0;
NUE051636;QY;7334;NUE;ICN;2019-02-12 13:36;2019-02-13 20:30:00.0;2019-02-17 00:30:00.0;
NUE050888;EY;9164;HAM;PVG;2019-02-12 00:00;2019-02-13 20:00:00.0;2019-02-17 01:00:00.0;
NUE051615;QR;9357;HAM;DAC;2019-02-12 13:27;2019-02-13 20:00:00.0;2019-02-17 01:20:00.0;
MIL147995;QR;132;FCO;BLR;2019-02-13 08:00;2019-02-15 16:00:00.0;2019-02-17 02:00:00.0;
FKB014569;QR;8142;FKB;DOH;2019-02-12 16:30;2019-02-13 23:00:00.0;2019-02-17 02:05:00.0;
FKB014567;QR;8142;FKB;DOH;2019-02-12 16:31;2019-02-13 23:00:00.0;2019-02-17 02:05:00.0;
STR071948;LH;8476;STR;BLR;2019-02-12 08:00;2019-02-12 22:00:00.0;2019-02-17 02:25:00.0;
CPQ277479;M3;549/16;GRU;LIM;2019-02-12 10:00;2019-02-16 23:00:00.0;2019-02-17 03:00:00.0;
QGL348114;5X;356;QGL;MGA;2019-02-12 10:00;2019-02-12 16:00:00.0;2019-02-17 03:09:00.0;
QGL348145;5X;356;QGL;MGA;2019-02-12 10:00;2019-02-12 16:00:00.0;2019-02-17 03:09:00.0;
BSL127837;EY;074;BSL;PVG;2019-02-12 13:30;2019-02-14 18:30:00.0;2019-02-17 03:35:00.0;
LNZ728848;BA;119/16;LNZ;BLR;2019-02-12 14:00;2019-02-13 22:00:00.0;2019-02-17 04:40:00.0;
MIL148071;5C;943;MIL;TLV;2019-02-12 11:00;2019-02-16 20:00:00.0;2019-02-17 05:00:00.0;
MUC024842;CV;7946;MUC;SIN;2019-02-12 15:07;2019-02-12 19:00:00.0;2019-02-17 05:10:00.0;
STR072308;CV;7966;STR;TPE;2019-02-12 08:55;2019-02-14 23:00:00.0;2019-02-17 05:45:00.0;
MIL148080;AI;138;MIL;DEL;2019-02-13 15:00;2019-02-16 21:00:00.0;2019-02-17 08:25:00.0;
HEL706503;AY;131/16;HEL;SIN;2019-02-12 06:30;2019-02-16 18:30:00.0;2019-02-17 08:30:00.0;
ICN607505;AA;280/15;ICN;GRU;2019-02-12 16:17;2019-02-15 18:50:00.0;2019-02-17 09:35:00.0;
BTS607755;QR;9111/16;BTS;BLR;2019-02-12 08:00;2019-02-12 17:00:00.0;2019-02-17 10:00:00.0;
PRG609191;QR;1363/17;PRG;JNB;2019-02-12 13:09;2019-02-15 23:00:00.0;2019-02-17 10:05:00.0;
QGL348122;UA;135;ZRH;SCL;2019-02-12 10:00;2019-02-14 11:55:00.0;2019-02-17 10:20:00.0;
EIN108033;RU;654;AMS;HKG;2019-02-12 18:00;2019-02-16 10:40:00.0;2019-02-17 11:45:00.0;
EIN108032;RU;654;AMS;HKG;2019-02-12 18:00;2019-02-16 10:40:00.0;2019-02-17 11:45:00.0;
BLR878263;AF;412/17;BLR;GUA;2019-02-12 12:00;2019-02-15 01:30:00.0;2019-02-17 12:00:00.0;
LNZ728858;CV;8607/17;LNZ;MIA;2019-02-12 16:00;2019-02-15 23:00:00.0;2019-02-17 12:50:00.0;
SNN820026;QR;0850/17;DUB;PEN;2019-02-12 14:00;2019-02-14 12:00:00.0;2019-02-17 14:20:00.0;
ICN607511;KE;273/16;ICN;VCP;2019-02-12 14:00;2019-02-16 22:30:00.0;2019-02-17 14:30:00.0;
INN910035;LX;252/17;INN;TLV;2019-02-12 12:13;2019-02-15 23:59:00.0;2019-02-17 14:35:00.0;
SIN944026;UA;028;SIN;ATL;2019-02-12 13:07;2019-02-12 22:20:00.0;2019-02-17 16:00:00.0;
SIN944028;DL;166;SIN;ATL;2019-02-12 16:39;2019-02-14 06:45:00.0;2019-02-17 16:00:00.0;
MUC024866;LA;8071;MUC;JOI;2019-02-12 12:00;2019-02-12 20:00:00.0;2019-02-17 16:00:00.0;
EIN108040;SQ;7396;EIN;AKL;2019-02-12 15:00;2019-02-14 17:30:00.0;2019-02-17 16:15:00.0;
NUE051666;LH;484;NUE;PTY;2019-02-12 11:24;2019-02-12 20:30:00.0;2019-02-17 16:40:00.0;
QGL348157;DL;407;ZRH;JFK;2019-02-13 10:00;2019-02-17 13:20:00.0;2019-02-17 16:40:00.0;
BRE003048;RU;682;BRE;NRT;2019-02-12 15:43;2019-02-12 17:00:00.0;2019-02-17 16:55:00.0;
MUC024829;RU;682;MUC;NRT;2019-02-12 12:52;2019-02-12 20:00:00.0;2019-02-17 16:55:00.0;
MIL148105;TP;999;MIL;GRU;2019-02-13 08:00;2019-02-17 00:00:00.0;2019-02-17 17:30:00.0;
MIL148110;QT;9999;MIL;BOG;2019-02-13 08:00;2019-02-15 19:00:00.0;2019-02-17 17:57:00.0;
DUS014293;LH;422;DUS;BOS;2019-02-12 14:00;2019-02-12 16:00:00.0;2019-02-17 18:00:00.0;
SIN658765;AF;257;SIN;PNR;2019-02-12 17:46;2019-02-15 23:10:00.0;2019-02-17 18:45:00.0;
CAN550320;NH;8490/15;CAN;BKK;2019-02-12 10:00;2019-02-15 02:00:00.0;2019-02-17 20:00:00.0;
QGL348160;EK;086;ZRH;HYD;2019-02-12 10:00;2019-02-16 22:15:00.0;2019-02-17 20:20:00.0;
MHG007062;KE;530;FRA;KIX;2019-02-12 10:27;2019-02-16 17:35:00.0;2019-02-17 20:50:00.0;
STR072288;7L;033/17;STR;PVG;2019-02-12 08:55;2019-02-12 23:00:00.0;2019-02-17 21:00:00.0;
QGL347615;7L;033/17;LUX;PVG;2019-02-12 10:00;2019-02-14 19:00:00.0;2019-02-17 21:00:00.0;
QGL348101;7L;033/17;QGL;PVG;2019-02-12 10:00;2019-02-12 16:00:00.0;2019-02-17 21:00:00.0;
QGL348118;7L;033/17;LUX;PVG;2019-02-12 10:00;2019-02-12 19:00:00.0;2019-02-17 21:00:00.0;
FMO007748;7L;033/17;FRA;PVG;2019-02-12 13:36;2019-02-12 22:00:00.0;2019-02-17 21:00:00.0;
DUS014288;7L;033/17;DUS;PVG;2019-02-12 10:00;2019-02-12 19:30:00.0;2019-02-17 21:00:00.0;
STR072354;7L;033/17;STR;PVG;2019-02-12 08:25;2019-02-12 23:00:00.0;2019-02-17 21:00:00.0;
BER004837;CV;7986;TXL;PVG;2019-02-12 06:00;2019-02-14 20:00:00.0;2019-02-17 21:45:00.0;
QGL348165;LX;154;ZRH;BOM;2019-02-13 10:00;2019-02-17 09:45:00.0;2019-02-17 22:30:00.0;
PRG609151;HU;7207/17;PRG;PVG;2019-02-12 10:00;2019-02-13 22:00:00.0;2019-02-17 23:00:00.0;
BCN201328;IB;6585/17;BCN;BOG;2019-02-12 09:00;2019-02-15 23:00:00.0;2019-02-17 23:00:00.0;
INN910031;HU;7207/17;INN;PVG;2019-02-12 11:24;2019-02-13 22:00:00.0;2019-02-17 23:00:00.0;
BCN201308;IB;6585/17;BCN;BOG;2019-02-12 09:00;2019-02-15 23:00:00.0;2019-02-17 23:00:00.0;
ABZ660628;4W;2616/17;ABZ;PNR;2019-02-10 12:00;2019-02-14 17:00:00.0;2019-02-17 23:59:00.0;
LNZ728851;QR;620X/17;LNZ;LHE;2019-02-12 11:00;2019-02-13 23:00:00.0;2019-02-18 02:00:00.0;
MUC023918;RU;674;MUC;PVG;2019-02-12 11:49;2019-02-15 17:00:00.0;2019-02-18 02:05:00.0;
MST100675;RU;654;MST;PVG;2019-02-12 13:53;2019-02-12 18:00:00.0;2019-02-18 02:05:00.0;
MUC024831;RU;674;MUC;PVG;2019-02-12 11:49;2019-02-15 17:00:00.0;2019-02-18 02:05:00.0;
MUC024808;RU;674;MUC;PVG;2019-02-12 15:07;2019-02-15 17:00:00.0;2019-02-18 02:05:00.0;
BCN201228;5Y;604/17;BCN;MEX;2019-02-12 08:00;2019-02-14 21:00:00.0;2019-02-18 03:00:00.0;
HEL706506;5Y;604/17;HEL;MEX;2019-02-12 12:00;2019-02-14 16:00:00.0;2019-02-18 03:00:00.0;
HEL706507;5Y;604/17;HEL;MEX;2019-02-12 11:55;2019-02-14 16:00:00.0;2019-02-18 03:00:00.0;
QGL348140;QR;096;ZRH;CMB;2019-02-12 10:00;2019-02-16 16:00:00.0;2019-02-18 03:05:00.0;
MIL148093;EY;9921;MIL;BLR;2019-02-14 08:00;2019-02-14 19:00:00.0;2019-02-18 03:05:00.0;
MIL148048;CA;950;MIL;PEK;2019-02-12 15:00;2019-02-17 13:30:00.0;2019-02-18 06:00:00.0;
MIL148060;CA;950;MIL;PEK;2019-02-13 15:00;2019-02-17 13:30:00.0;2019-02-18 06:00:00.0;
MIL148083;CA;950;MIL;PEK;2019-02-13 16:00;2019-02-17 13:30:00.0;2019-02-18 06:00:00.0;
GOT097492;KL;0701/17;GOT;EZE;2019-02-12 10:00;2019-02-14 22:00:00.0;2019-02-18 06:45:00.0;
MST100674;5Y;604;MST;GDL;2019-02-12 10:23;2019-02-15 21:00:00.0;2019-02-18 07:10:00.0;
GOT097476;AY;085/17;GOT;BJS;2019-02-12 14:00;2019-02-15 20:00:00.0;2019-02-18 07:50:00.0;
STR072099;EY;9605;STR;PEK;2019-02-12 14:13;2019-02-12 22:00:00.0;2019-02-18 08:50:00.0;
NUE051635;EY;9605;DUS;PEK;2019-02-12 12:47;2019-02-12 19:30:00.0;2019-02-18 08:50:00.0;
NUE051645;EY;9605;FRA;PEK;2019-02-12 12:31;2019-02-15 21:00:00.0;2019-02-18 08:50:00.0;
NUE051754;EY;9605;NUE;PEK;2019-02-12 16:07;2019-02-13 20:30:00.0;2019-02-18 08:50:00.0;
MUC024706;EY;9605;MUC;PEK;2019-02-12 14:27;2019-02-16 21:40:00.0;2019-02-18 08:50:00.0;
MUC024762;EY;9605;MUC;PEK;2019-02-12 15:04;2019-02-13 20:00:00.0;2019-02-18 08:50:00.0;
QGL348143;UC;1505;QGL;SCL;2019-02-12 10:00;2019-02-15 15:30:00.0;2019-02-18 08:55:00.0;
QGL348125;QR;094;ZRH;HKG;2019-02-12 10:00;2019-02-14 08:35:00.0;2019-02-18 09:40:00.0;
SZX159247;OZ;284/13;SZX;MEX;2019-02-12 10:00;2019-02-13 10:00:00.0;2019-02-18 10:00:00.0;
GOT097494;AY;073/17;GOT;NRT;2019-02-12 08:00;2019-02-13 22:00:00.0;2019-02-18 10:00:00.0;
GOT097495;AY;073/17;GOT;NRT;2019-02-12 08:00;2019-02-13 22:00:00.0;2019-02-18 10:00:00.0;
ABZ660781;LH;0001/18;ABZ;BOG;2019-02-12 09:00;2019-02-15 12:00:00.0;2019-02-18 12:00:00.0;
23533653045;TK;6435;MST;MEX;2019-02-12 07:01;2019-02-14 09:00:00.0;2019-02-18 13:00:00.0;
MST100694;TK;6306;MST;MEX;2019-02-12 07:01;2019-02-14 09:00:00.0;2019-02-18 13:00:00.0;
QGL348144;QR;096;ZRH;HAN;2019-02-13 10:00;2019-02-16 16:00:00.0;2019-02-18 13:30:00.0;
MHG007074;EK;4341;FRA;BOM;2019-02-12 13:49;2019-02-15 20:00:00.0;2019-02-18 14:00:00.0;
QGL348126;KE;4444;ZRH;ICN;2019-02-12 10:00;2019-02-16 13:00:00.0;2019-02-18 15:25:00.0;
HCH637870;LA;505/18;LNZ;SCL;2019-02-12 09:43;2019-02-15 23:00:00.0;2019-02-18 16:00:00.0;
ABZ660768;VS;6584/18;LHR;DWC;2019-02-12 11:00;2019-02-17 22:30:00.0;2019-02-18 16:00:00.0;
QGL348117;CX;382;ZRH;PVG;2019-02-12 10:00;2019-02-17 13:30:00.0;2019-02-18 16:30:00.0;
GVA945989;CX;382;GVA;PVG;2019-02-12 15:00;2019-02-15 18:00:00.0;2019-02-18 16:30:00.0;
QGL348124;CX;382;ZRH;PVG;2019-02-12 10:00;2019-02-17 13:30:00.0;2019-02-18 16:30:00.0;
VIC383469;TP;999;MIL;GRU;2019-02-13 08:00;2019-02-18 00:00:00.0;2019-02-18 17:30:00.0;
LHR323618;AD;8751/18;LHR;VCP;2019-02-12 06:06;2019-02-16 17:00:00.0;2019-02-18 17:50:00.0;
LHR323553;AD;8751/18;LHR;VCP;2019-02-12 05:05;2019-02-16 17:00:00.0;2019-02-18 17:50:00.0;
GOT097415;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097417;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097460;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097461;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097459;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097418;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097419;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097457;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
GOT097458;7L;202/18;MMX;BAK;2019-02-12 10:00;2019-02-13 18:00:00.0;2019-02-18 18:00:00.0;
