AirWayBill;Carrier Prefix;Flight No.;Airport of Departure (code);Final Destination (code);Picked Up (Date);ETD;ETA;Docs released / Delivered (Date)
BRU525611;KL;6140/21;BRU;BOG;2019-03-19 22:00;2019-03-20 03:00:00.0;2019-03-21 21:15:00.0;
PVG081878;M3;8425/22;PVG;MAO;2019-03-19 05:00;2019-03-20 03:00:00.0;2019-03-21 00:01:00.0;
PVG081879;M3;8425/22;PVG;MAO;2019-03-19 05:00;2019-03-20 03:00:00.0;2019-03-21 00:01:00.0;
PVG081960;5Y;055/24;PVG;VCP;2019-03-19 05:00;2019-03-20 03:00:00.0;2019-03-27 00:01:00.0;
PVG081961;5Y;055/24;PVG;VCP;2019-03-19 05:00;2019-03-20 03:00:00.0;2019-03-27 00:01:00.0;
PVG081964;5Y;055/24;PVG;VCP;2019-03-19 05:00;2019-03-20 03:00:00.0;2019-03-27 00:01:00.0;
PVG965777;TK;6348/22;PVG;TLV;2019-03-15 17:02;2019-03-20 03:00:00.0;2019-03-22 15:35:00.0;
PVG965794;TK;6348/22;PVG;TLV;2019-03-15 17:02;2019-03-20 03:00:00.0;2019-03-22 15:35:00.0;
SZX162030;KE;9277/20;SZX;GDL;2019-03-16 16:30;2019-03-20 03:05:00.0;2019-03-21 06:50:00.0;
SZX235002;KE;314;HKG;AMS;2019-03-18 08:00;2019-03-20 03:25:00.0;2019-03-20 18:00:00.0;
SZV016047;7L;231/20;PVG;AMS;2019-03-15 16:58;2019-03-20 03:30:00.0;2019-03-20 13:00:00.0;
TPE624960;CI;5706/20;TPE;NRT;2019-03-19 16:00;2019-03-20 03:30:00.0;2019-03-20 07:30:00.0;2019-03-20 09:29
PVG966696;7L;231/20;PVG;LHR;2019-03-18 08:00;2019-03-20 03:30:00.0;2019-03-25 09:00:00.0;
PVG967114;7L;231/20;PVG;NUE;2019-03-18 08:00;2019-03-20 03:30:00.0;2019-03-22 15:30:00.0;
PVG967593;7L;231/20;PVG;EIN;2019-03-16 18:00;2019-03-20 03:30:00.0;2019-03-22 09:00:00.0;
PVG964199;7L;231/20;PVG;STR;2019-03-15 15:00;2019-03-20 03:30:00.0;2019-03-22 08:30:00.0;
PVG967594;7L;231/20;PVG;EIN;2019-03-14 18:00;2019-03-20 03:30:00.0;2019-03-22 09:00:00.0;
PVG966700;7L;231/20;PVG;AMS;2019-03-18 08:00;2019-03-20 03:30:00.0;2019-03-20 16:00:00.0;
PVG966701;7L;231/20;PVG;AMS;2019-03-18 08:00;2019-03-20 03:30:00.0;2019-03-20 16:00:00.0;
PVG967002;7L;231/20;PVG;WRO;2019-03-15 18:00;2019-03-20 03:30:00.0;2019-03-27 15:30:00.0;
PVG968371;7L;231/20;PVG;MIL;2019-03-16 18:00;2019-03-20 03:30:00.0;2019-03-22 11:00:00.0;
TPE624916;CA;1092/20;TPE;PVG;2019-03-18 18:00;2019-03-20 03:34:00.0;2019-03-20 05:50:00.0;
KHH624723;CA;1092/20;KHH;WAW;2019-03-18 18:00;2019-03-20 03:35:00.0;2019-03-25 22:00:00.0;
TPE624597;CI;5384/20;TPE;SCL;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-23 20:00:00.0;
TPE137927;CI;5384/20;TPE;VCP;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE137928;CI;5384/20;TPE;VCP;2019-03-18 16:19;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE137929;CI;5384/20;TPE;VCP;2019-03-18 16:18;2019-03-20 04:00:00.0;2019-03-26 20:00:00.0;
TPE137931;CI;5384/20;TPE;MAO;2019-03-18 17:00;2019-03-20 04:00:00.0;2019-03-26 22:00:00.0;
TPE137932;CI;5384/20;TPE;MAO;2019-03-18 18:00;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE137934;CI;5384/20;TPE;VCP;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE624876;CI;5384/20;TPE;VCP;2019-03-19 15:00;2019-03-20 04:00:00.0;2019-03-23 20:00:00.0;
TPE137936;CI;5384/20;TPE;VCP;2019-03-18 16:40;2019-03-20 04:00:00.0;2019-03-26 20:00:00.0;
TPE137941;CI;5384/20;TPE;MAO;2019-03-18 17:04;2019-03-20 04:00:00.0;2019-03-26 22:00:00.0;
TPE137947;CI;5384/20;TPE;VCP;2019-03-19 15:30;2019-03-20 04:00:00.0;2019-03-26 20:00:00.0;
PVG967108;UC;1741/25;PVG;VIX;2019-03-18 08:00;2019-03-20 04:00:00.0;2019-03-22 06:00:00.0;
PVG968327;OZ;988/20;PVG;ICN;2019-03-17 18:00;2019-03-20 04:00:00.0;2019-03-20 07:35:00.0;
TPE624594;CI;5384/20;TPE;MDE;2019-03-19 10:30;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE137933;CI;5384/20;TPE;MAO;2019-03-19 09:00;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE137935;CI;5384/20;TPE;MAO;2019-03-18 17:18;2019-03-20 04:00:00.0;2019-03-26 16:00:00.0;
TPE137938;CI;5384/20;TPE;MAO;2019-03-18 16:53;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE137943;CI;5384/20;TPE;VCP;2019-03-18 17:00;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE137944;CI;5384/20;TPE;VCP;2019-03-18 11:58;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE137945;CI;5384/20;TPE;MAO;2019-03-18 18:00;2019-03-20 04:00:00.0;2019-03-26 16:00:00.0;
TPE137946;CI;5384/20;TPE;MAO;2019-03-19 14:30;2019-03-20 04:00:00.0;2019-03-26 20:00:00.0;
TPE623871;CI;5384/20;TPE;GRU;2019-03-19 11:00;2019-03-20 04:00:00.0;2019-03-26 22:00:00.0;
NKG214129;CX;910/20;PVG;ATL;2019-03-15 20:00;2019-03-20 04:00:00.0;2019-03-20 18:00:00.0;
TPE137930;CI;5384/20;TPE;MAO;2019-03-18 17:00;2019-03-20 04:00:00.0;2019-03-26 22:00:00.0;
TPE624922;CI;5541/20;TPE;EIN;2019-03-19 11:00;2019-03-20 04:00:00.0;2019-03-21 22:00:00.0;
TPE137939;CI;5384/20;TPE;MAO;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-26 20:00:00.0;
TPE137942;CI;5384/20;TPE;MAO;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE137948;CI;5384/20;TPE;VCP;2019-03-19 17:28;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE624964;CI;5384/20;TPE;VCP;2019-03-19 13:00;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE625003;CI;5541/20;TPE;EIN;2019-03-19 18:00;2019-03-20 04:00:00.0;2019-03-21 22:00:00.0;
CAN550468;LH;8423/20;CAN;PHL;2019-03-10 09:00;2019-03-20 04:00:00.0;2019-03-22 23:30:00.0;
TPE624883;CI;5384/20;TPE;VCP;2019-03-19 17:00;2019-03-20 04:00:00.0;2019-03-23 22:00:00.0;
TPE624887;CI;5541/20;TPE;EIN;2019-03-19 10:00;2019-03-20 04:00:00.0;2019-03-21 22:00:00.0;
TPE137937;CI;5384/20;TPE;VCP;2019-03-18 16:49;2019-03-20 04:00:00.0;2019-03-26 10:00:00.0;
TPE624913;CI;5541/20;TPE;EIN;2019-03-19 12:00;2019-03-20 04:00:00.0;2019-03-21 22:00:00.0;
TPE137940;CI;5384/20;TPE;MAO;2019-03-18 17:00;2019-03-20 04:00:00.0;2019-03-26 22:00:00.0;
ALA000246;TK;351/17;ALA;HAN;2019-03-13 04:57;2019-03-20 04:10:00.0;2019-03-20 17:10:00.0;
ALA000247;TK;351/17;ALA;HAN;2019-03-13 05:58;2019-03-20 04:10:00.0;2019-03-20 17:10:00.0;
MAA560421;CX;0615/21;MAA;BKK;2019-03-18 18:30;2019-03-20 04:20:00.0;2019-03-21 12:05:00.0;
ORD715212;QR;8142;ORD;LUX;2019-03-13 16:39;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715351;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715329;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715258;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716352;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716344;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716360;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD418840;QR;8142;ORD;LUX;2019-03-15 14:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715336;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715335;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715326;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715312;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716345;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716355;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715355;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD715322;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
ORD716350;QR;8142;ORD;LUX;2019-03-18 00:00;2019-03-20 04:25:00.0;2019-03-20 19:20:00.0;
IST985562;LH;474/21;IST;YUL;2019-03-19 08:00;2019-03-20 04:45:00.0;2019-03-21 18:40:00.0;
PVG963662;EK;568/25;PVG;BLR;2019-03-15 18:00;2019-03-20 05:00:00.0;2019-03-26 03:00:00.0;
PVG965244;EK;9889/20;PVG;BOM;2019-03-15 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965261;EK;9889/20;PVG;BOM;2019-03-16 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965266;EK;9889/20;PVG;BOM;2019-03-18 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965408;EK;9889/20;PVG;BOM;2019-03-18 18:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
NKG214146;EK;143/22;PVG;MAD;2019-03-19 18:21;2019-03-20 05:00:00.0;2019-03-22 20:20:00.0;
ICN609380;KE;851/20;ICN;PEK;2019-03-18 14:00;2019-03-20 05:00:00.0;2019-03-20 10:35:00.0;
ICN609399;KE;851/20;ICN;PEK;2019-03-18 16:00;2019-03-20 05:00:00.0;2019-03-20 10:35:00.0;
BLR879288;LH;755/20;BLR;STR;2019-03-19 14:00;2019-03-20 05:00:00.0;2019-03-21 05:00:00.0;
PVG965223;EK;9889/20;PVG;BOM;2019-03-15 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965253;EK;9889/20;PVG;BOM;2019-03-18 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
ICN609382;KE;851/20;ICN;PEK;2019-03-18 17:00;2019-03-20 05:00:00.0;2019-03-20 10:35:00.0;
ICN609392;KE;851/20;ICN;PEK;2019-03-18 15:00;2019-03-20 05:00:00.0;2019-03-20 10:35:00.0;
PVG964207;RU;315/20;PVG;CDG;2019-03-15 18:00;2019-03-20 05:00:00.0;2019-03-20 20:00:00.0;
PVG963175;RU;315/20;PVG;CDG;2019-03-16 15:00;2019-03-20 05:00:00.0;2019-03-20 18:00:00.0;
PVG964506;EK;568/25;PVG;BLR;2019-03-18 19:19;2019-03-20 05:00:00.0;2019-03-22 03:00:00.0;
PVG965252;EK;9889/20;PVG;BOM;2019-03-15 18:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965267;EK;9889/20;PVG;BOM;2019-03-15 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG965389;EK;9889/20;PVG;BOM;2019-03-15 15:00;2019-03-20 05:00:00.0;2019-03-20 10:00:00.0;
PVG967113;RU;315/20;PVG;CDG;2019-03-18 10:00;2019-03-20 05:00:00.0;2019-03-20 16:25:00.0;
PVG967485;EK;568/25;PVG;BLR;2019-03-15 15:00;2019-03-20 05:00:00.0;2019-03-26 03:00:00.0;
PVG967487;EK;568/25;PVG;BLR;2019-03-18 15:00;2019-03-20 05:00:00.0;2019-03-26 03:00:00.0;
TPE624933;CA;1092/20;TPE;BUD;2019-03-19 16:00;2019-03-20 05:10:00.0;2019-03-21 16:00:00.0;
TPE624522;CA;1092/20;TPE;FRA;2019-03-19 15:00;2019-03-20 05:10:00.0;2019-03-20 09:10:00.0;
TXG624551;CA;1092/20;TPE;ZIW;2019-03-18 17:00;2019-03-20 05:10:00.0;2019-03-21 08:00:00.0;
TPE624789;CA;1092/20;TPE;NUE;2019-03-19 16:00;2019-03-20 05:10:00.0;2019-03-20 09:10:00.0;
TPE624851;CA;1092/20;TPE;FRA;2019-03-19 15:00;2019-03-20 05:10:00.0;2019-03-20 09:10:00.0;
TXG624868;CA;1092/20;TPE;KRK;2019-03-18 18:00;2019-03-20 05:10:00.0;2019-03-30 22:00:00.0;
TXG624554;CA;1092/20;TPE;STR;2019-03-19 07:00;2019-03-20 05:10:00.0;2019-03-26 08:00:00.0;
TPE624806;CA;1092/20;TPE;NUE;2019-03-18 13:30;2019-03-20 05:10:00.0;2019-03-22 00:00:00.0;
TPE624449;CA;1092/20;TPE;FRA;2019-03-18 18:00;2019-03-20 05:10:00.0;2019-03-20 09:10:00.0;
TXG624603;CA;1092/20;TPE;STR;2019-03-17 18:00;2019-03-20 05:10:00.0;2019-03-26 22:00:00.0;
TXG624686;CA;1092/20;TPE;BUD;2019-03-18 18:00;2019-03-20 05:10:00.0;2019-03-25 00:00:00.0;
TPE624988;CA;1092/20;TPE;NUE;2019-03-19 15:00;2019-03-20 05:10:00.0;2019-03-20 09:10:00.0;
MNL601884;5J;813/20;MNL;SIN;2019-03-19 16:00;2019-03-20 05:30:00.0;2019-03-20 09:20:00.0;
ICN609358;PO;225/20;ICN;TPE;2019-03-18 11:00;2019-03-20 05:30:00.0;2019-03-20 07:10:00.0;2019-03-20 10:14
MNL601877;5J;813/20;MNL;SIN;2018-03-19 15:00;2019-03-20 05:30:00.0;2019-03-20 09:20:00.0;
BER005235;QY;7334;LEJ;BLR;2019-03-18 17:00;2019-03-20 05:40:00.0;2019-03-21 21:55:00.0;
DFW205277;CI;5147;ORD;CGK;2019-03-14 13:00;2019-03-20 05:41:00.0;2019-03-19 13:10:00.0;
CVG505517;CI;5147;ORD;CGK;2019-03-12 12:56;2019-03-20 05:41:00.0;2019-03-19 13:10:00.0;
PVG963649;CX;115/21;PVG;QGL;2019-03-17 18:00;2019-03-20 05:45:00.0;2019-03-21 23:00:00.0;
SIN661090;KE;396;SIN;ICN;2019-03-18 19:00;2019-03-20 05:55:00.0;2019-03-20 16:05:00.0;
00158094304;AA;939;YUL;UIO;2019-03-19 07:00;2019-03-20 06:00:00.0;2019-03-20 23:07:00.0;
CVG504917;QR;8142;ORD;BKK;2019-02-11 13:04;2019-03-20 06:00:00.0;2019-02-18 05:30:00.0;2019-02-18 13:20
ORD417428;QR;8142;ORD;BKK;2019-02-13 10:00;2019-03-20 06:00:00.0;2019-02-18 05:30:00.0;2019-02-21 15:20
CVG505322;KD;2531;ORD;CAN;2019-03-04 10:49;2019-03-20 06:00:00.0;2019-03-14 13:00:00.0;
ORD713872;RJ;264;ORD;AMM;2019-03-11 14:00;2019-03-20 06:00:00.0;2019-03-14 17:30:00.0;
SAN776738;CA;984;LAX;PEK;2019-03-13 15:00;2019-03-20 06:00:00.0;2019-03-17 05:30:00.0;
SIN661114;CI;5884;SIN;ATL;2019-03-18 14:00;2019-03-20 06:00:00.0;2019-03-21 11:25:00.0;
SIN661165;CI;5884;SIN;JFK;2019-03-19 15:57;2019-03-20 06:00:00.0;2019-03-21 06:40:00.0;
EIN110275;5C;921;EIN;PHL;2019-03-19 15:00;2019-03-20 06:00:00.0;2019-03-22 07:00:00.0;
SJU881933;CX;2225;SJU;ICN;2019-03-19 21:08;2019-03-20 06:00:00.0;2019-03-23 04:00:00.0;
ORD417528;LH;8045;ORD;BLR;2019-02-14 16:00;2019-03-20 06:00:00.0;2019-02-19 01:50:00.0;
BUH715061;LH;6832/21;OTP;CVG;2019-03-18 17:00;2019-03-20 06:00:00.0;2019-03-22 09:00:00.0;
00158094293;B1;9999;YUL;LPB;2019-03-19 07:00;2019-03-20 06:00:00.0;2019-03-22 21:34:00.0;
BNA820916;LH;8045;ORD;EBB;2019-02-27 17:00;2019-03-20 06:00:00.0;2019-03-11 22:40:00.0;
CVG505346;KD;2531;ORD;CAN;2019-03-06 10:23;2019-03-20 06:00:00.0;2019-03-13 13:00:00.0;
DTT932505;CZ;432;ORD;PVG;2019-03-12 07:00;2019-03-20 06:00:00.0;2019-03-19 21:00:00.0;2019-03-19 23:58
ORD713902;TP;1013;ORD;LIS;2019-03-13 14:00;2019-03-20 06:00:00.0;2019-03-17 05:55:00.0;
ORD713900;TP;1013;ORD;LIS;2019-03-13 14:00;2019-03-20 06:00:00.0;2019-03-17 05:55:00.0;
CVG504958;QR;8142;ORD;BKK;2019-02-13 13:16;2019-03-20 06:00:00.0;2019-02-18 05:30:00.0;2019-02-18 13:20
ORD417505;QR;8142;ORD;BKK;2019-02-07 16:00;2019-03-20 06:00:00.0;2019-02-18 05:30:00.0;2019-02-18 11:21
PRG610387;LH;506/20;PRG;GRU;2019-03-19 08:00;2019-03-20 06:05:00.0;2019-03-21 05:55:00.0;
02086069082;LH;758/21;PRG;MAA;2019-03-18 06:05;2019-03-20 06:05:00.0;2019-03-22 00:10:00.0;
FKB015582;LH;7246;FRA;SIN;2019-03-15 14:07;2019-03-20 06:10:00.0;2019-03-17 00:00:00.0;
GDL787352;AV;073/21;GDL;BOG;2019-03-19 15:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
GDL213251;AV;073/21;GDL;BOG;2019-03-19 17:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
GDL213268;AV;073/21;GDL;BOG;2019-03-19 17:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
GDL213265;AV;073/21;GDL;BOG;2019-03-19 17:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
MNL601881;MU;212/20;MNL;PVG;2019-03-19 20:00;2019-03-20 06:10:00.0;2019-03-20 09:00:00.0;
GDL213267;AV;073/21;GDL;BOG;2019-03-19 17:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
GDL213266;AV;073/21;GDL;BOG;2019-03-19 17:00;2019-03-20 06:10:00.0;2019-03-21 19:20:00.0;
POA130848;LH;8265/20;VCP;MVD;2019-03-18 10:00;2019-03-20 06:30:00.0;2019-03-20 09:20:00.0;
OPO024101;BA;0055/21;OPO;JNB;2019-03-19 09:30;2019-03-20 06:30:00.0;2019-03-22 07:15:00.0;
BCN201962;IB;6409/20;BCN;MEX;2019-03-18 09:00;2019-03-20 06:31:00.0;2019-03-21 09:00:00.0;
SCL026743;CM;276/27;SCL;CCS;2019-02-07 15:00;2019-03-20 06:33:00.0;2019-03-27 21:58:00.0;
MIA749155;QT;8211;MIA;UIO;2019-03-15 18:00;2019-03-20 06:40:00.0;2019-03-20 11:45:00.0;2019-03-20 14:10
POA130836;LH;8265/20;VCP;MVD;2019-02-01 10:00;2019-03-20 06:50:00.0;2019-03-20 09:00:00.0;
BOG270010;QT;0851/20;BOG;LIM;2019-03-15 12:00;2019-03-20 06:55:00.0;2019-03-19 15:15:00.0;2019-03-19 19:00
TPE625001;BR;170/20;TPE;ICN;2019-03-19 18:00;2019-03-20 06:55:00.0;2019-03-20 10:20:00.0;
BLR879289;SQ;0612/23;BLR;ICN;2019-03-19 14:00;2019-03-20 06:55:00.0;2019-03-23 22:00:00.0;
TPE625012;BR;170/20;TPE;ICN;2019-03-19 18:00;2019-03-20 06:55:00.0;2019-03-20 10:20:00.0;
ZRH909630;KL;1952;ZRH;YUL;2019-03-19 16:30;2019-03-20 06:55:00.0;2019-03-20 18:00:00.0;
BLR879291;SQ;0612/23;BLR;ICN;2019-03-19 14:00;2019-03-20 06:55:00.0;2019-03-23 22:00:00.0;
BLR879292;SQ;0622/22;BLR;KIX;2019-03-19 10:30;2019-03-20 06:55:00.0;2019-03-22 23:59:00.0;
BLR879279;SQ;0918/22;BLR;MNL;2019-03-19 14:00;2019-03-20 06:55:00.0;2019-03-21 17:55:00.0;
BLR879290;SQ;0612/23;BLR;ICN;2019-03-19 14:00;2019-03-20 06:55:00.0;2019-03-23 22:00:00.0;
BLR879293;SQ;0622/22;BLR;KIX;2019-03-19 10:30;2019-03-20 06:55:00.0;2019-03-21 23:59:00.0;
TPE625013;BR;170/20;TPE;ICN;2019-03-19 18:00;2019-03-20 06:55:00.0;2019-03-20 18:45:00.0;
GDL213256;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213249;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213272;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213276;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
TPE624658;CI;5156/20;TPE;MEX;2019-03-19 16:00;2019-03-20 07:00:00.0;2019-03-23 22:00:00.0;
GDL787354;5X;406/23;GDL;VCP;2019-03-19 15:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
TPE624809;CI;5156/20;TPE;MTY;2019-03-18 17:00;2019-03-20 07:00:00.0;2019-03-23 20:00:00.0;
MHG007527;SK;5506;FRA;SEA;2019-03-18 16:13;2019-03-20 07:00:00.0;2019-03-22 17:00:00.0;
TPE625039;CI;5156/20;TPE;LAX;2019-03-19 18:00;2019-03-20 07:00:00.0;2019-03-20 07:00:00.0;
GDL213270;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213269;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213278;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213245;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213254;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL213277;5X;406/23;GDL;VCP;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 09:00:00.0;
GDL786862;5X;406/25;GDL;LIM;2019-03-19 11:00;2019-03-20 07:00:00.0;2019-03-25 19:00:00.0;
GDL786863;5X;406/25;GDL;LIM;2019-03-19 11:00;2019-03-20 07:00:00.0;2019-03-25 19:00:00.0;
TPE623474;CI;5156/20;TPE;GDL;2019-03-19 17:00;2019-03-20 07:00:00.0;2019-03-23 10:00:00.0;
KHH623907;CI;5156/20;KHH;LAX;2019-03-19 10:00;2019-03-20 07:00:00.0;2019-03-20 07:00:00.0;
BRU104717;LH;1025;BRU;GRU;2019-03-20 07:05;2019-03-20 07:05:00.0;2019-03-21 05:55:00.0;
DUS015520;TK;1530;DUS;ESB;2019-03-19 14:00;2019-03-20 07:05:00.0;2019-03-24 23:59:00.0;
SCL026792;AV;098/20;SCL;TPE;2019-03-19 13:00;2019-03-20 07:13:00.0;2019-03-26 23:00:00.0;
SIN660932;SQ;970;SIN;BKK;2019-03-19 19:03;2019-03-20 07:15:00.0;2019-03-20 08:40:00.0;2019-03-20 14:47
SIN661232;SQ;970;SIN;BKK;2019-03-19 17:35;2019-03-20 07:15:00.0;2019-03-20 08:40:00.0;
08034238702;LO;705;DUS;MSQ;2019-03-19 14:00;2019-03-20 07:20:00.0;2019-03-21 15:05:00.0;
HEL706734;LH;8272/20;HEL;VCP;2019-03-14 10:00;2019-03-20 07:25:00.0;2019-03-21 04:35:00.0;
SIN945312;KZ;254;SIN;NRT;2019-03-18 18:38;2019-03-20 07:25:00.0;2019-03-20 19:00:00.0;
HKG624338;KA;802/20;HKG;PVG;2019-03-19 16:04;2019-03-20 07:30:00.0;2019-03-20 10:10:00.0;2019-03-20 12:19
HKG202237;KA;802;HKG;PVG;2019-03-19 15:22;2019-03-20 07:30:00.0;2019-03-20 10:10:00.0;2019-03-20 12:19
QGL349096;TK;1912;ZRH;RUH;2019-03-19 10:00;2019-03-20 07:30:00.0;2019-03-21 15:45:00.0;
BLR879281;BA;285/21;BLR;SFO;2019-03-19 14:00;2019-03-20 07:30:00.0;2019-03-21 17:00:00.0;
HKG624346;KA;802/20;HKG;PVG;2019-03-19 15:54;2019-03-20 07:30:00.0;2019-03-20 00:00:00.0;2019-03-20 23:58
TPE624861;CI;701/20;TPE;MNL;2019-03-19 11:00;2019-03-20 07:35:00.0;2019-03-20 11:45:00.0;
SIN661249;SQ;207;SIN;MEL;2019-03-19 19:05;2019-03-20 07:45:00.0;2019-03-20 18:10:00.0;
SIN661221;SQ;207;SIN;MEL;2019-03-19 17:06;2019-03-20 07:45:00.0;2019-03-20 18:10:00.0;
BUH715047;CI;5991/23;OTP;XMN;2019-03-18 17:00;2019-03-20 07:45:00.0;2019-03-23 06:50:00.0;
SIN661258;SQ;207;SIN;MEL;2019-03-19 19:05;2019-03-20 07:45:00.0;2019-03-20 18:10:00.0;
BUH715069;CI;5991/23;OTP;XMN;2019-03-18 17:00;2019-03-20 07:45:00.0;2019-03-23 06:50:00.0;
SIN661250;SQ;207;SIN;MEL;2019-03-19 19:05;2019-03-20 07:45:00.0;2019-03-20 18:10:00.0;
TPE625011;CI;160/20;TPE;ICN;2019-03-19 18:00;2019-03-20 07:50:00.0;2019-03-20 11:15:00.0;
BOM339612;QR;0067/21;BOM;FRA;2019-03-19 10:00;2019-03-20 07:55:00.0;2019-03-21 00:00:00.0;
WUH009268;RU;235/20;CGO;AMS;2019-03-18 22:47;2019-03-20 07:55:00.0;2019-03-20 18:00:00.0;
PVG967322;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967324;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967325;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967327;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967340;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967345;P3;317/20;CGO;FRA;2019-03-18 08:00;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
PVG967357;P3;317/20;CGO;FRA;2019-03-18 16:17;2019-03-20 07:55:00.0;2019-03-20 16:50:00.0;
